,id,cause,effect,label
883,257,The bar emitted a fragrance.,The boy lost hold of the bar of soap.,0.0
884,1475,The politician was very popular.,He was removed from office.,0.0
885,68,He felt content.,The man went away for the weekend.,0.0
886,1139,She became forgetful.,I wrote a reminder note to my grandmother.,1.0
887,1256,The traffic light turned green.,Cars moved to the intersection of the road.,1.0
888,1260,My grandmother passed by.,My family held a funeral.,0.0
889,1052,The homeowners liked their neighbors.,They built a fence around their property.,0.0
890,251,It scratched me.,The cat purred.,0.0
891,1465,Their predators went extinct.,The animal species became populous.,1.0
892,1245,Our group's conversation gradually escalated.,I felt awkward.,0.0
893,455,He skipped a grade in school.,The child learned how to read.,0.0
894,1379,The friends' ran out of things to talk about.,A debate erupted.,0.0
895,329,The DJ turned the music on.,People began to dance.,1.0
896,235,I pricked it.,The balloon expanded.,0.0
897,1439,The bride made a wishlist.,She called the wedding off.,0.0
898,1294,I boiled it.,The egg hardened.,1.0
899,101,The teacher took roll.,She identified the students that were absent.,1.0
900,135,The man became disabled.,His family offered him financial support.,1.0
901,1304,The sun shined very brightly.,The swimmers returned towards the shore.,0.0
902,15,I poured water on my sleeping friend.,My friend snored.,0.0
903,1175,The man carried the chair to his office.,The chair fell.,1.0
904,69,The owner was helping customers.,The shop was closed.,0.0
905,1065,The dog chewed on a bone.,The dog broke his teeth.,1.0
906,1399,The man arrived early.,He waited at the bus stop.,1.0
907,287,The boy had trouble buttoning his shirt.,He asked his mother for help.,1.0
908,55,The man signed the document.,The transaction became official.,1.0
909,23,The farmland needed irrigation.,A canal was constructed.,1.0
910,1353,His meal was cold.,The man asked the waiter to reheat his meal.,1.0
911,1,The grass was cut.,My body cast a shadow over the grass.,0.0
912,1460,The competition was sabotaged.,The man won the competition.,0.0
913,1321,The poor man recently lost his job.,He searched under his car seats for loose change.,0.0
914,47,The woman shivered as she got out the pool.,She poured herself some lemonade.,0.0
915,1185,The woman was questioned about the scar on her face.,She explained the scar to strangers.,1.0
916,1449,I shot the rubber band.,It flung across the room.,1.0
917,1249,It was foggy.,The people carried the umbrellas.,0.0
918,1074,He lost weight.,The man's clothes were cheap.,0.0
919,1004,She planned to run along the beach.,The runner stretched.,1.0
920,1106,Users got refills on their prescriptions.,The pharmaceutical company promoted the drug.,1.0
921,102,I pushed the pendulum.,It swung back and forth.,1.0
922,498,The airline mishandled my luggage.,They cancelled my flight.,0.0
923,461,Her son lost his cat.,The mother called an ambulance.,0.0
924,361,The procedure was costly.,The patient underwent the risky medical procedure.,0.0
925,253,The man gained weight.,He got his shoes shined.,0.0
926,1400,They were armed with rifles.,The soldiers had a lot of ammunition.,1.0
927,1075,The time was earlier than I thought.,I took extra time to get ready.,1.0
928,1241,Everyone in the room was talking.,I got hooked to my conversation with the woman.,0.0
929,106,Users got refills on their prescriptions.,The pharmaceutical company recalled the drug.,0.0
930,97,She took sleeping pills.,The woman awakened.,0.0
931,485,She committed assault.,The woman was arrested.,1.0
932,1204,The water was unsanitary.,A water pipe in the house was leaking.,1.0
933,146,The navy bombed the ship.,The ship crashed into the pier.,0.0
934,415,Her opponent tried to intercept it.,The player caught the ball.,0.0
935,1310,The man caught a cold.,He sneezed.,1.0
936,1117,I wanted to be honest.,I promised to give a straight answer to the question.,1.0
937,1146,The captain passed out.,The ship's debris sunk in the sea.,0.0
938,1276,The man wanted to get peace with his enemy.,The man framed his enemy for a crime.,0.0
939,1202,I sensed someone approaching me from behind.,I woke up.,0.0
940,310,The woman complimented the man.,He sneezed.,0.0
941,1218,The student's answer on the exam was extraordinary.,The teacher subtracted points off the student's grade.,0.0
942,307,The woman was deemed mentally ill.,She was sent to a psychiatric institution.,1.0
943,1068,He felt content.,The man did not need to buy more things.,1.0
944,1021,She made a new friend.,The girl was not lonely anymore.,1.0
945,271,I went hiking.,My feet were blistered.,1.0
946,1149,He noticed a stranded vehicle.,The driver crashed over to the side of the road.,0.0
947,1212,Her alibi checked out.,The police kept the woman on the list of suspects.,0.0
948,1313,The woman wanted a divorce.,She contacted her lawyer.,1.0
949,1011,The faucet was leaky.,The woman could not wash her hands.,0.0
950,184,He supported the cause behind his donation.,The benefactor requested to stay anonymous.,0.0
951,1469,An old coal mine was turned into a beautiful park.,Environmentalists produced a documentary.,1.0
952,1228,The car looked keyed.,He owner took it in for a paint job.,1.0
953,1467,The student got full points on all exams.,She made up an excuse to tell the teacher.,0.0
954,1019,The caller identified himself to me.,I recognized the caller.,1.0
955,393,Factories increased their production.,Air pollution in the city worsened.,1.0
956,394,Her daughter set the kitchen table.,The mother scolded her daughter.,0.0
957,147,It was wrinkled.,I ironed my shirt.,1.0
958,1438,He promised his friend that he would go.,The friend was anggry at the man.,0.0
959,1222,The toddler started being naught.,Her parents took away her toy.,1.0
960,115,The speaker disarmed her debate opponent.,The speaker congratulated her opponent.,0.0
961,344,The rain subsided.,I went for a walk.,1.0
962,400,They wore camouflage uniforms.,The soldiers were concealed in the brush.,1.0
963,63,The boaters set off a flare.,Their boat drifted to shore.,0.0
964,1396,She hit a patch of ice.,The skier balanced only with her body.,0.0
965,1126,The clothes were tattered.,The girl threw her clothes away.,1.0
966,202,I sensed someone approaching me from behind.,I jumped instinctively in fright.,1.0
967,274,The woman and her boyfriend got into a fight.,They planned a vacation together.,0.0
968,1153,The parents recognized their daughter's interest in sports.,They taught her how to ride a bike.,1.0
969,1037,The papers were important.,I made photocopies of them.,1.0
970,1337,The boy loved staying in his room.,He played computer games.,1.0
971,403,The woman retired.,She paid off her mortgage.,0.0
972,1470,The couple was very tired.,They kissed.,0.0
973,1498,The airline went bankrupt.,They cancelled my flight.,1.0
974,93,The blinds were open.,The window was opaque.,0.0
975,1013,The frozen pond thawed in the spring.,People skated on the pond.,0.0
976,1262,He disagreed with the therapist.,The man withheld personal information from the therapist.,1.0
977,328,My friend was recovering from surgery.,I brought her a card and flowers.,1.0
978,238,The man had an attack of conscience.,He admitted his indiscretion.,1.0
979,93,The glass was stained.,The window was opaque.,1.0
980,1325,His brother kicked him.,The boy started crying loudly.,1.0
981,1208,The man woke up late.,He made an appointment with the dentist.,0.0
982,426,He ran over a nail.,The driver got a flat tire.,1.0
983,1311,I applied ointment on my wound regularly.,It stopped bleeding.,0.0
984,356,Her family got in touch with her.,The employee missed work.,0.0
985,32,The man hated his new haircut.,He grew a beard.,0.0
986,1071,The police found the bomb.,The bomb was deactivated.,1.0
987,1082,She came from a wealthy family.,The woman was rich.,1.0
988,74,He lost weight.,The man's clothes fit loosely.,1.0
989,1132,The cowgirl missed her lasso towards the horse.,The lasso grabbed onto the horse.,0.0
990,1409,I put a match to the wick.,The candle lit up.,1.0
991,1315,It was badly bruised.,The doctor put an ice pack on the leg.,1.0
992,1376,She was bitten by a dog.,The girl got yet another dog.,0.0
993,1023,The farmland got heavy rain.,A canal was constructed.,0.0
994,1002,The woman knew her friend was going through a hard time.,The woman did not tolerate her friend's difficult behavior anymore.,0.0
995,385,I requested the librarian's help.,The librarian located the book in the stacks.,1.0
996,1286,My daughter suffered an panic attack.,I encouraged her to take deep breaths.,1.0
997,167,I pushed the gas pedal.,The car accelerated.,1.0
998,469,Plans were announced to replace a local park with a shopping mall.,Environmentalists produced a documentary.,0.0
999,1223,The stranger shouted insults at me in a foreign language.,I stopped to chat with him.,1.0
1000,1094,The tile was wet.,I cut my foot on the floor.,0.0
1001,1342,Her friend forgot to bring his lunch.,The girl kept talking to her friend.,0.0
1002,1392,The swimmer did not win the race.,She received a gold medal.,0.0
1003,1143,The man displayed a weapon.,The security guard questioned the man.,0.0
1004,1315,It was severely infected.,The doctor put an ice pack on the leg.,0.0
1005,1068,He wanted to relax.,The man did not need to buy more things.,0.0
1006,1367,He was tired of carrying her.,The father took his daughter out of her stroller.,0.0
1007,342,Her friend sat next to her at lunch.,The girl shared her lunch with her friend.,0.0
1008,481,The student's phone rang.,Everyone in the class turned to stare at the student.,1.0
1009,1454,He shared his toys with his brother.,The boy had someone to play with.,1.0
1010,1254,The cloud computer was blocked.,I brought my laptop to work.,1.0
1011,425,The man confessed his love for the woman.,The woman envied him.,0.0
1012,431,The secretary put the caller on hold.,The caller's phone lost reception.,0.0
1013,349,The hunter ran out of ammunition.,He reloaded the gun.,1.0
1014,1405,The cook grilled it.,The hamburger meat can be stored for a long time.,0.0
1015,1162,I tossed the ball forward.,The ball rolled across the ground.,1.0
1016,358,The gardener pulled the weeds.,The weeds came out of the soil.,1.0
1017,1183,The soil was dry.,The seeds sprouted.,0.0
1018,376,She was bitten by a dog.,The girl had a phobia of dogs.,1.0
1019,1324,The pedestrian crossing signal turned red.,The pedestrian waited on the sidewalk.,1.0
1020,1201,The woman made him blush.,The man had a grin on his face.,1.0
1021,1469,An old coal mine was turned into a beautiful park.,Environmentalists started a petition.,0.0
1022,143,The man reached into his pocket.,The security guard tackled the man.,0.0
1023,1426,He went over the speed limit.,The driver got a ticket.,1.0
1024,1108,I spilled juice on the floor.,I replaced the floor with brand new tile.,0.0
1025,301,She preferred paying by cash.,The woman wrote a check to the gas company.,0.0
1026,1254,The cloud computer was blocked.,I brought my umbrella to work.,0.0
1027,1360,He went through a growth spurt.,The teenager made many new friends.,0.0
1028,1093,The glass was stained.,The sun was coming through the window.,0.0
1029,117,The question made me uncomfortable.,I avoided giving a straight answer to the question.,1.0
1030,1338,The scientist could not finish her experiments on time.,She fabricated her data.,1.0
1031,400,They were armed with rifles.,The soldiers were concealed in the brush.,0.0
1032,260,My grandmother passed away.,My family held a funeral.,1.0
1033,1202,I heard people chuckling in the adjacent room.,I woke up.,1.0
1034,432,She shaved her legs.,The woman walked with crutches.,0.0
1035,387,I was hunting for a new apartment.,I packed up my belongings.,0.0
1036,40,She decided to sue her employer.,The woman hired a lawyer.,1.0
1037,1247,The woman dropped syrup on the piano.,The key got stuck.,1.0
1038,1323,She received tenure at the university.,The scientist continued with her ongoing research.,1.0
1039,1049,It was fresh.,The man liked the bread.,1.0
1040,1484,Political violence finally ended in the nation.,Many citizens relocated to the capitol.,1.0
1041,1303,The man called her.,The woman answered the phone.,1.0
1042,1060,The crowd waited for the rock band at the airport.,The band reappeared on the stage.,0.0
1043,148,The girl felt dizzy.,She did stretches.,0.0
1044,1145,They stormed the city.,The army won the battle.,1.0
1045,1256,A screaming ambulance approached.,Cars moved to the intersection of the road.,0.0
1046,333,It contained a lot of junk.,The woman's purse was missing.,0.0
1047,1394,Her daughter set the kitchen table.,The mother praised her daughter.,1.0
1048,405,The cook froze it.,The hamburger meat browned.,0.0
1049,458,The pants were new.,The key was missing from my pants pocket.,0.0
1050,8,He used a coupon.,The man got a discount on his groceries.,1.0
1051,1417,The children trampled through her garden.,The children rang the bell at the woman's house.,0.0
1052,1090,His grandfather was blind.,The boy communicated with his grandfather by writing.,0.0
1053,370,The water in the teapot started to boil.,The teapot cooled.,0.0
1054,336,The bull chased the rider.,The rider fell to the ground.,0.0
1055,1263,The assailant struck the man in the head.,The man lost the credit card.,0.0
1056,314,She installed the air conditioner in the room.,The woman fanned herself with her hand.,0.0
1057,1465,Their habitat was destroyed.,The animal species became populous.,0.0
1058,123,The train travelled through a tunnel.,The inside of the train went dark.,1.0
1059,250,The chandelier's lights flickered on and off.,The chandelier shattered on the floor.,0.0
1060,130,The product was heavily advertised.,The product became outdated.,0.0
1061,1135,The man became offensive.,His family offered him financial support.,0.0
1062,1298,The laptop's warranty expired.,The manufacturer wouldn't fix the screen on the laptop after it went black.,1.0
1063,142,The mirror in the bathroom fogged up.,The girl applied her makeup.,0.0
1064,117,I wanted to be honest.,I avoided giving a straight answer to the question.,0.0
1065,278,The woman was close with her sister.,The woman was mistaken for her sister.,0.0
1066,261,The police officer pulled over the celebrity.,The celebrity sued the police officer.,0.0
1067,177,He treaded water.,The man held his breath.,0.0
1068,274,The woman and her boyfriend got into a fight.,They stopped seeing each other.,1.0
1069,1103,The child punched the stack of blocks.,The stack towered over the boy's head.,1.0
1070,1125,It ate a fish.,The turtle felt tired.,1.0
1071,1069,The owner was helping customers.,The shop was very popular.,1.0
1072,1317,He went camping in the woods.,The man felt unrested in the morning.,0.0
1073,303,The man stalked her.,The woman filed a restraining order against the man.,1.0
1074,337,The boy wanted to be muscular.,He lifted weights.,1.0
1075,248,The girl met her favorite actor.,She went to see his new film.,0.0
1076,1492,I slipped at the pool.,My face got sunburned.,0.0
1077,1240,They remained untouched for years.,The photo album collection was treasured.,0.0
1078,1147,It was clean.,I wore my shirt.,1.0
1079,1471,He insulted her.,The woman made the man a compliment.,0.0
1080,467,The student forgot to do her assignment.,She made up an excuse to tell the teacher.,1.0
1081,367,He was tired of carrying her.,The father put his daughter in her stroller.,1.0
1082,1489,The woman needed to clean her house.,The woman contacted the maid service.,1.0
1083,383,The man wanted to save money.,He withdrew money from his savings account.,0.0
1084,1318,The woman's brother did not like the gift.,Her brother unwrapped the gift.,0.0
1085,486,The woman read the newspaper.,She casted a vote in the election.,0.0
1086,490,The man won the lottery.,He owed money.,0.0
1087,1330,The surveillance camera was out of focus.,The security guard could not identify the thief.,1.0
1088,1001,The sun was rising.,The garden looked well-groomed.,0.0
1089,472,The tree branch landed in the river.,The branch moved downstream.,1.0
1090,1285,The boy found the television show interesting.,He recorded it.,1.0
1091,275,The bully stuck his foot out in front of his classmate.,The bully picked up his classmate.,0.0
1092,157,I came upon a puddle on the sidewalk.,I played in the puddle.,0.0
1093,1115,The speaker was defeated by her debate opponent.,The speaker congratulated her opponent.,1.0
1094,1191,The woman wanted to change her environment.,She began going to church.,0.0
1095,1181,She forgot her ID.,The young woman entered the bar alone.,0.0
1096,98,The woman sensed a pleasant smell.,She remembered to take her medication.,0.0
1097,446,The man defied the authorities of the church.,He was excommunicated from the church.,1.0
1098,1452,I already received a copy of the new magazine.,I discarded the new issue.,1.0
1099,100,He was parking.,The driver got pulled over by the police.,0.0
1100,438,He turned down his friend's invitation to go.,The man felt obligated to attend the event.,0.0
1101,463,I turned the key in the lock.,The lock opened.,1.0
1102,1479,I saw a scary movie.,I was tired in the morning.,0.0
1103,1104,He relied on his parents.,The teenager always stayed home.,1.0
1104,1452,I already received a copy of the new magazine.,I stopped receiving new issues.,0.0
1105,1112,The man laughed at comedy.,The woman took pity on him.,0.0
1106,89,It provoked him to think.,The man closed the book.,0.0
1107,1076,He got out of the car.,The man opened the umbrella.,1.0
1108,1297,He opened a new bar of soap.,The man felt clean.,1.0
1109,1270,The potter put the clay in the oven.,The clay took shape.,0.0
1110,1280,She entered the sauna.,The woman left her eyeglasses on.,0.0
1111,1050,They jumped on the bed.,The children bumped their heads on the ceiling.,1.0
1112,71,The terrorist set off the bomb.,The bomb exploded.,1.0
1113,363,He had children.,The investigators deemed the man's death a suicide.,0.0
1114,397,The print on the brochure was tiny.,The man retrieved a pen from his pocket.,0.0
1115,491,I lit the candle.,Wax dripped off the candle.,1.0
1116,1314,She installed the air conditioner in the room.,The woman's room is always cold.,1.0
1117,1423,I put my head under the running faucet.,The soap rinsed off my hands.,0.0
1118,355,The putrid odor filled the room.,I put the rubber gloves on.,0.0
1119,4,She planned to run along the beach.,The runner wore shorts.,0.0
1120,439,The bride got cold feet before the wedding.,The wedding guests brought gifts.,0.0
1121,95,The man slid the razor across his chin.,His stubble grew.,0.0
1122,64,He loosened his tie.,The man removed his coat.,0.0
1123,1214,The vandals blew cold air at the window.,The window fogged up.,1.0
1124,1498,The airline went bankrupt.,They offered me compensation.,0.0
1125,1076,He approached the building.,The man opened the umbrella.,0.0
1126,168,I parked illegally.,My car was towed.,1.0
1127,231,The girl applied the scissors to the paper.,The paper crinkled.,0.0
1128,299,The book became a huge bestseller.,The author faded into obscurity.,0.0
1129,1346,It was fake.,The photograph was worthless.,1.0
1130,291,She was a vegetarian.,The girl politely declined the hamburger.,1.0
1131,252,The boy pushed his sister.,His sister tattled on him.,1.0
1132,480,He sewed the hole in his pocket.,The man's pocket jingled as he walked.,0.0
1133,1155,She graduated from college.,The woman aimed for a diploma.,0.0
1134,1483,The jewelry thieves were never caught.,The stolen jewelry was returned to its owners.,0.0
1135,1468,The cat lounged on the couch.,The visitor used the old door knocker instead of the door bell.,1.0
1136,1414,She believed her superiors were acting unethically.,The woman acquired an additional qualification for her job.,0.0
1137,219,The girl wanted to demonstrate proper etiquette.,She threw away her napkin after eating.,0.0
1138,1012,The elderly woman made a phone call.,The woman's daughter moved in to take care of her.,0.0
1139,139,She sent me a gift.,I wrote a thank-you note to my grandmother.,1.0
1140,338,The scientist conducted an experiment.,She validated her theory.,1.0
1141,1340,The parents shook a rattle in front of the baby.,The parents received a birth certificate.,0.0
1142,12,The elderly woman suffered a stroke.,The woman's daughter came over to clean her house.,0.0
1143,384,The paint on the walls was wet.,I put shoes on.,0.0
1144,52,The homeowners disliked their nosy neighbors.,They built a fence around their property.,1.0
1145,407,The forecast called for storms.,I decided to stay home for the night.,1.0
1146,1308,The woman worried whether she would be late.,The woman took her sweater off.,0.0
1147,172,The teacher caught the student chewing gum.,The gum stuck to the student's shoe.,0.0
1148,309,He whistled whenever a player scored a touchdown.,The football coach lost his voice after the game.,0.0
1149,108,The floor was permanently stained.,I dabbed the floor with a paper towel.,0.0
1150,254,The clouds looked dark.,I brought my laptop to work.,0.0
1151,366,The room was dim.,I opened the blinds.,1.0
1152,348,I misplaced my wallet.,I retraced my steps.,1.0
1153,1297,He was sweaty from working out.,The man felt clean.,0.0
1154,253,The man gained weight.,He got his suit altered.,1.0
1155,249,It was foggy.,The vehicles travelled slowly.,1.0
1156,449,I pulled the rubber band.,It stretched.,1.0
1157,20,The woman's ring slipped off in the shower.,The ring went down the drain.,1.0
1158,1010,The sales associate acted rude to the customer.,The sales associate sent another invoice to the customer.,0.0
1159,1115,The speaker was defeated by her debate opponent.,The speaker won the debate.,0.0
1160,80,The fugitive hid from the police.,The police dropped the case.,0.0
1161,116,My son was born.,I moved to a new city.,0.0
1162,1089,He finished reading it.,The man liked the book.,0.0
1163,479,I stayed up late.,I had vivid dreams that night.,0.0
1164,1177,He went underwater.,The man exhaled his breath.,0.0
1165,298,The laptop's warranty expired.,The screen on the laptop went black.,0.0
1166,1420,She put a diamond ring on her finger.,The woman got ready for a night out.,1.0
1167,415,Her teammate threw it to her.,The player caught the ball.,1.0
1168,419,He ran out of onions.,The cook's eyes watered.,0.0
1169,204,The pipe froze.,A water pipe in the house burst.,1.0
1170,1127,No witnesses of the crime testified against the suspect.,The suspect was acquitted.,1.0
1171,338,The scientist conducted an experiment.,She fabricated her data.,0.0
1172,1095,The man did not shave.,His stubble disappeared.,0.0
1173,313,The woman was summoned for jury duty.,She cancelled her appointments.,1.0
1174,1106,Users reported dangerous side effects.,The pharmaceutical company promoted the drug.,0.0
1175,1341,I put flour in the soup.,The soup became thick.,1.0
1176,1249,It was cloudy.,The people carried the umbrellas.,1.0
1177,270,The potter rolled the clay into a ball.,The clay hardened.,0.0
1178,288,The gum lost its flavor.,I spit out my chewing gum.,1.0
1179,350,Oil spilled into the ocean.,Marine life diminished.,1.0
1180,461,Her son fell out of his bed.,The mother called an ambulance.,1.0
1181,311,I applied pressure to the cut on my arm.,It healed.,0.0
1182,1330,He noticed some suspicious activity.,The security guard could not identify the thief.,0.0
1183,1064,He entered the house.,The man could breathe better.,0.0
1184,278,The woman looked like her sister.,The woman was mistaken for her sister.,1.0
1185,1196,The boy yelled his reply to his mother.,His mother told him to speak up.,0.0
1186,109,The patron was drunk.,The bartender refused to serve the patron.,1.0
1187,1092,The photographer could not see the child's face.,The photographer quickly snapped the child's photo.,0.0
1188,340,The parents picked out a name for the baby.,The fussy baby calmed down.,0.0
1189,1410,The man caught a cold on his way home.,He had a headache the next day.,0.0
1190,236,I wanted to lighten the mood of the conversation.,I remained quiet.,0.0
1191,1463,I turned the key in the lock.,I was less worried about losing the key.,0.0
1192,411,The man rolled the bowling ball down the alley.,The bowling ball knocked over the bowling pins.,1.0
1193,373,The woman hit a midlife crisis.,She went sky diving.,1.0
1194,1446,The man is a long-time member of the church.,He was excommunicated from the church.,0.0
1195,1043,The applicant failed a background check.,The executive decided to hire the applicant.,0.0
1196,59,I rubbed sandpaper on the wood.,The wood became smooth.,1.0
1197,144,The driver rotated the steering wheel.,The car halted.,0.0
1198,143,The man displayed a weapon.,The security guard tackled the man.,1.0
1199,1191,The woman wanted to change her environment.,She began travelling abroad.,1.0
1200,1156,I walked upstairs.,I reached the top of the building.,1.0
1201,205,The waistband on my pants was loose.,I put on a belt.,1.0
1202,1118,The teacher graded his homework.,The student learned most mistakes.,1.0
1203,197,Tornadoes were sighted in the area.,My flight got delayed.,1.0
1204,1203,The gardener wanted more plants to flourish.,He put fertilizer in the soil.,0.0
1205,417,The children hit a ball into her yard.,The woman banished the children from her property.,0.0
1206,320,They ate popsicles.,The children ran through the sprinkler.,0.0
1207,1007,I bleached the shirt.,The shirt did not have a hole anymore.,0.0
1208,1384,The paint on the walls was wet.,The windows were left open.,1.0
1209,1075,The time was earlier than I thought.,The clock showed the wrong time.,0.0
1210,322,The customer thought the souvenir was overpriced.,He bargained with the vendor.,1.0
1211,1244,It was inflated.,The beach ball bounced.,1.0
1212,1281,The shopper won a discount on the cost of the item.,He decided to buy it.,1.0
1213,1141,The woman behind me left the door open.,The door slammed shut.,1.0
1214,1382,She made a right turn at the light.,The driver check her rear mirror for cyclists.,1.0
1215,1427,A tall person was sitting in front of me.,I could not enjoy the movie's beautiful soundtrack.,0.0
1216,1151,She was adopted.,The child did not know her parents.,1.0
1217,114,The surfer caught the wave.,The wave carried her to the shore.,1.0
1218,203,The gardener wanted his plants to flourish.,He put fertilizer in the soil.,1.0
1219,1349,He wanted to show me antlers.,He aimed at the deer.,1.0
1220,1098,The woman felt dizzy.,She remembered to take her medication.,1.0
1221,1107,The man looked at his list.,He realized he forgot something.,1.0
1222,210,The movie was rated R.,The parents forbade their children from watching the movie.,1.0
1223,475,The politician was convicted of fraud.,He campaigned for re-election.,0.0
1224,1168,I jumped the battery.,My car was rejuvenated.,1.0
1225,124,The man contemplated the painting.,He collapsed.,0.0
1226,147,It was clean.,I ironed my shirt.,0.0
1227,163,My breath smelled of garlic.,I wiped my mouth.,0.0
1228,345,The cup of tea was scalding hot.,I blew on it.,1.0
1229,288,I blew a bubble with the gum.,I spit out my chewing gum.,0.0
1230,1190,The baby's name was called.,The baby crawled to the mother.,1.0
1231,1386,She held his hand.,The son had to walk as fast as his mother.,1.0
1232,141,I held the door for the woman entering behind me.,The door slammed shut.,0.0
1233,1270,The potter rolled the clay into a ball.,The clay took shape.,1.0
1234,1001,The grass was cut.,The garden looked well-groomed.,1.0
1235,1084,I got angry while reading the book.,I turned to the next page.,0.0
1236,1355,I got ready to clean the room.,I put the rubber gloves on.,1.0
1237,457,She wanted to ask her friend for a favor.,The woman lavished her friend with flattery.,1.0
1238,1008,He greeted the cashier.,The man looked friendly.,1.0
1239,312,The woman had an infection.,She washed her hands.,0.0
1240,120,The game ended in a tie.,The fans in the stadium cheered.,0.0
1241,1279,His work was hasty.,The man never made an error in his calculations.,0.0
1242,98,The woman sensed a pleasant smell.,She was reminded of her childhood.,1.0
1243,1463,I made a duplicate of the key.,I was less worried about losing the key.,1.0
1244,1376,She rescued an abandoned dog.,The girl got yet another dog.,1.0
1245,1248,The girl saw a trailer of her favorite actor.,She went to see his new film.,1.0
1246,230,The jury was fair.,The woman was wrongly convicted for the crime.,0.0
1247,1153,The parents recognized their daughter's interest in sports.,They encouraged her to become an artist.,0.0
1248,1482,A fly bit the horse.,The horse calmed down.,0.0
1249,426,He went over the speed limit.,The driver got a flat tire.,0.0
1250,1433,I lowered my voice.,Only the person next to me could hear me speak.,1.0
1251,1472,It rained a lot in the area around the river.,The river's current became stronger.,1.0
1252,385,The book was checked out.,The librarian located the book in the stacks.,0.0
1253,497,I was expecting company.,I tidied up my house.,1.0
1254,1466,The woman got her hair cut.,The man noticed that the woman likes jewelry.,0.0
1255,1040,She decided to run for office.,The woman hired a public relations consultant.,1.0
1256,336,The bull bucked the rider.,The rider fell to the ground.,1.0
1257,1267,I went on vacation for two weeks.,The letters were blown from my mailbox.,0.0
1258,1072,The suspect resisted arrest.,The police was hit by the suspect.,0.0
1259,43,The applicant had experience for the job.,The executive decided not to hire the applicant.,0.0
1260,1170,I wiped the desk with a cloth.,The desk was light.,0.0
1261,1402,The girl wanted to eat cereal.,She poured milk in the bowl.,1.0
1262,104,His parents abused him.,The teenager ran away from home.,1.0
1263,478,My closet was messy.,I decorated it.,0.0
1264,1221,The girl wanted to make her mother happy for her effort.,The girl ate the cookies her mother baked.,1.0
1265,1128,They made plans to celebrate their anniversary.,The parents left their children with a teacher.,0.0
1266,371,The city cut its budget.,The city re-elected the mayor.,0.0
1267,1290,The finals were approaching.,The teams shook hands.,0.0
1268,252,The boy pushed his sister.,They played hide and seek.,0.0
1269,1008,He used a coupon.,The man looked friendly.,0.0
1270,473,The teacher assigned homework to the students.,The students passed notes.,0.0
1271,1132,The cowgirl missed her lasso towards the horse.,The horse trotted into the barn.,1.0
1272,1459,He ran a marathon.,The man felt refreshed.,0.0
1273,304,The ocean tide was dangerous.,The swimmers put on more sunscreen.,0.0
1274,28,He received the vaccine for the disease.,The child became immune to the disease.,1.0
1275,1226,I was unhappy.,My face dropped.,1.0
1276,1457,She wanted to ask her friend for a favor.,The woman yelled at her friend.,0.0
1277,1079,The girl trusted her friend.,The girl told a secret to her friend.,1.0
1278,1308,The woman worried whether she would be late.,The woman glanced at her watch.,1.0
1279,1041,The tenant broke the door of his apartment.,His landlord unlocked the door.,0.0
1280,1244,There was a hole in it.,The beach ball bounced.,0.0
1281,1336,The bull chased the rider.,The rider ran at full speed.,1.0
1282,1493,He parallel parked on the street.,The man saw an empty parking spot.,1.0
1283,435,The chef hit the egg on the side of the bowl.,The egg rotted.,0.0
1284,1358,The gardener did not pull out the weeds.,The weeds came out of the soil.,0.0
1285,41,The tenant misplaced his keys to his apartment.,His landlord unlocked the door.,1.0
1286,1144,The drived pressed on the brakes.,The car halted.,1.0
1287,1116,I found a better-paying job.,I was moved.,0.0
1288,321,The man needed coins to fill the parking meter.,He begged people on the street for loose change.,0.0
1289,1194,He bickered with his sister.,The boy felt exhausted.,1.0
1290,152,We found empty seats in the theatre.,The film began.,0.0
1291,496,I went to a concert.,My ears were ringing.,1.0
1292,464,I was preparing to clean the bathroom.,I put rubber gloves on.,1.0
1293,58,The woman felt lonely.,She adopted a cat.,1.0
1294,1473,The teacher turned his back to the class.,The students passed notes.,1.0
1295,369,The child yanked the tablecloth.,The glasses on the table spilled.,1.0
1296,227,The child disobeyed her parents.,Her parents hugged her.,0.0
1297,180,He avoided making eye contact with her.,The mother suspected that her son was lying.,1.0
1298,1047,The woman was thirsty after she jogged.,She poured herself some lemonade.,1.0
1299,394,Her daughter burped at the kitchen table.,The mother scolded her daughter.,1.0
1300,1397,The man wanted to make a note.,The man put his glasses on.,0.0
1301,1085,The restaurant was crowded.,The service at the restaurant was quick.,0.0
1302,185,The woman felt ashamed of scar on her face.,She hid the scar with makeup.,1.0
1303,442,I twisted the cap off the soda bottle.,The soda fizzed.,1.0
1304,1086,I was late for the meeting.,I called 911.,0.0
1305,1299,The book became a huge failure.,It was adapted into a movie.,0.0
1306,296,A group of teenagers crashed the party.,The host of the party invited them in.,0.0
1307,1310,The man caught a cold.,He blushed.,0.0
1308,424,His wife bought him a new tie.,The man dressed in his best suit.,0.0
1309,451,I eradicated the poison ivy from my yard.,My skin broke out into a rash.,0.0
1310,1365,She lost a tooth.,The girl worried about a clogged gut.,0.0
1311,395,I turned off my phone.,I excused myself from the group.,0.0
1312,1066,The dog had lice.,The dog jumped up.,0.0
1313,1095,The man did not shave.,His stubble grew.,1.0
1314,1184,He wanted to maintain his privacy.,The benefactor looked extremely excited.,0.0
