Unnamed: 0,id,cause,effect,label,ceq
1010,1254,The cloud computer was blocked.,I brought my laptop to work.,1.0,0.04932048615958989
1011,425,The man confessed his love for the woman.,The woman envied him.,0.0,0.0456387279978312
1012,431,The secretary put the caller on hold.,The caller's phone lost reception.,0.0,0.04359809141764346
1013,349,The hunter ran out of ammunition.,He reloaded the gun.,1.0,0.04847905721130026
1014,1405,The cook grilled it.,The hamburger meat can be stored for a long time.,0.0,0.108957689717889
1015,1162,I tossed the ball forward.,The ball rolled across the ground.,1.0,0.012913184954256373
1016,358,The gardener pulled the weeds.,The weeds came out of the soil.,1.0,0.006634114851958421
1017,1183,The soil was dry.,The seeds sprouted.,0.0,0.00822824395371923
1018,376,She was bitten by a dog.,The girl had a phobia of dogs.,1.0,0.010606581887965313
1019,1324,The pedestrian crossing signal turned red.,The pedestrian waited on the sidewalk.,1.0,0.15126825642795588
1020,1201,The woman made him blush.,The man had a grin on his face.,1.0,0.16661764249076716
1021,1469,An old coal mine was turned into a beautiful park.,Environmentalists started a petition.,0.0,0.02891202104175206
1022,143,The man reached into his pocket.,The security guard tackled the man.,0.0,0.012669509311581865
1023,1426,He went over the speed limit.,The driver got a ticket.,1.0,0.010945187307262304
1024,1108,I spilled juice on the floor.,I replaced the floor with brand new tile.,0.0,0.044054781429277844
1025,301,She preferred paying by cash.,The woman wrote a check to the gas company.,0.0,0.023725139002544922
1026,1254,The cloud computer was blocked.,I brought my umbrella to work.,0.0,0.010599352515823722
1027,1360,He went through a growth spurt.,The teenager made many new friends.,0.0,0.0049234223501164005
1028,1093,The glass was stained.,The sun was coming through the window.,0.0,0.02937866446405993
1029,117,The question made me uncomfortable.,I avoided giving a straight answer to the question.,1.0,0.07704193913022418
1030,1338,The scientist could not finish her experiments on time.,She fabricated her data.,1.0,0.009321141993090257
1031,400,They were armed with rifles.,The soldiers were concealed in the brush.,0.0,0.003722384999674467
1032,260,My grandmother passed away.,My family held a funeral.,1.0,0.026163536817738635
1033,1202,I heard people chuckling in the adjacent room.,I woke up.,1.0,0.01179989498917647
1034,432,She shaved her legs.,The woman walked with crutches.,0.0,0.07624536838101775
1035,387,I was hunting for a new apartment.,I packed up my belongings.,0.0,0.011639553425600968
1036,40,She decided to sue her employer.,The woman hired a lawyer.,1.0,0.03360696740279844
1037,1247,The woman dropped syrup on the piano.,The key got stuck.,1.0,0.021584877650663473
1038,1323,She received tenure at the university.,The scientist continued with her ongoing research.,1.0,0.01763402369400602
1039,1049,It was fresh.,The man liked the bread.,1.0,0.019848382103444657
1040,1484,Political violence finally ended in the nation.,Many citizens relocated to the capitol.,1.0,0.028186339764795787
1041,1303,The man called her.,The woman answered the phone.,1.0,0.05407311378793826
1042,1060,The crowd waited for the rock band at the airport.,The band reappeared on the stage.,0.0,0.04424336358942046
1043,148,The girl felt dizzy.,She did stretches.,0.0,5.742038902313564e-05
1044,1145,They stormed the city.,The army won the battle.,1.0,0.01056299081154733
1045,1256,A screaming ambulance approached.,Cars moved to the intersection of the road.,0.0,0.014262187665412764
1046,333,It contained a lot of junk.,The woman's purse was missing.,0.0,0.016345239647299982
1047,1394,Her daughter set the kitchen table.,The mother praised her daughter.,1.0,0.02448347647297217
1048,405,The cook froze it.,The hamburger meat browned.,0.0,0.08465038308830458
1049,458,The pants were new.,The key was missing from my pants pocket.,0.0,0.01120583021960334
1050,8,He used a coupon.,The man got a discount on his groceries.,1.0,0.05196217246509577
1051,1417,The children trampled through her garden.,The children rang the bell at the woman's house.,0.0,0.010572339549059605
1052,1090,His grandfather was blind.,The boy communicated with his grandfather by writing.,0.0,0.008621425243865928
1053,370,The water in the teapot started to boil.,The teapot cooled.,0.0,0.26362862182729596
1054,336,The bull chased the rider.,The rider fell to the ground.,0.0,0.012425133459817394
1055,1263,The assailant struck the man in the head.,The man lost the credit card.,0.0,0.012644221207068722
1056,314,She installed the air conditioner in the room.,The woman fanned herself with her hand.,0.0,0.009523065829932223
1057,1465,Their habitat was destroyed.,The animal species became populous.,0.0,0.020118875564591594
1058,123,The train travelled through a tunnel.,The inside of the train went dark.,1.0,0.007902845200932181
1059,250,The chandelier's lights flickered on and off.,The chandelier shattered on the floor.,0.0,0.0033733227101116984
1060,130,The product was heavily advertised.,The product became outdated.,0.0,0.012228115348902143
1061,1135,The man became offensive.,His family offered him financial support.,0.0,0.009148430831884942
1062,1298,The laptop's warranty expired.,The manufacturer wouldn't fix the screen on the laptop after it went black.,1.0,0.031411745845042485
1063,142,The mirror in the bathroom fogged up.,The girl applied her makeup.,0.0,0.010311589280799187
1064,117,I wanted to be honest.,I avoided giving a straight answer to the question.,0.0,0.004891022237476507
1065,278,The woman was close with her sister.,The woman was mistaken for her sister.,0.0,0.016005917109822923
1066,261,The police officer pulled over the celebrity.,The celebrity sued the police officer.,0.0,0.0674192521062287
1067,177,He treaded water.,The man held his breath.,0.0,0.015344827773543027
1068,274,The woman and her boyfriend got into a fight.,They stopped seeing each other.,1.0,0.0045403157353685756
1069,1103,The child punched the stack of blocks.,The stack towered over the boy's head.,1.0,0.011308520750061413
1070,1125,It ate a fish.,The turtle felt tired.,1.0,0.043643737397767064
1071,1069,The owner was helping customers.,The shop was very popular.,1.0,0.034982170798544106
1072,1317,He went camping in the woods.,The man felt unrested in the morning.,0.0,0.007022463654290535
1073,303,The man stalked her.,The woman filed a restraining order against the man.,1.0,0.031491835808746635
1074,337,The boy wanted to be muscular.,He lifted weights.,1.0,0.004458622109594549
1075,248,The girl met her favorite actor.,She went to see his new film.,0.0,0.025949977252831977
1076,1492,I slipped at the pool.,My face got sunburned.,0.0,0.0024137153732643087
1077,1240,They remained untouched for years.,The photo album collection was treasured.,0.0,0.004119250014947761
1078,1147,It was clean.,I wore my shirt.,1.0,0.007286164381167797
1079,1471,He insulted her.,The woman made the man a compliment.,0.0,0.01176319825614972
1080,467,The student forgot to do her assignment.,She made up an excuse to tell the teacher.,1.0,0.04081158602944547
1081,367,He was tired of carrying her.,The father put his daughter in her stroller.,1.0,0.01909551348318669
1082,1489,The woman needed to clean her house.,The woman contacted the maid service.,1.0,0.05006932078381522
1083,383,The man wanted to save money.,He withdrew money from his savings account.,0.0,0.03595438846473095
1084,1318,The woman's brother did not like the gift.,Her brother unwrapped the gift.,0.0,0.1418458412035004
1085,486,The woman read the newspaper.,She casted a vote in the election.,0.0,0.011151102367425975
1086,490,The man won the lottery.,He owed money.,0.0,0.020510772874832633
1087,1330,The surveillance camera was out of focus.,The security guard could not identify the thief.,1.0,0.014301055422055554
1088,1001,The sun was rising.,The garden looked well-groomed.,0.0,0.011394107194689092
1089,472,The tree branch landed in the river.,The branch moved downstream.,1.0,0.07645074368381785
1090,1285,The boy found the television show interesting.,He recorded it.,1.0,0.017206728426736578
1091,275,The bully stuck his foot out in front of his classmate.,The bully picked up his classmate.,0.0,0.02817365062246178
1092,157,I came upon a puddle on the sidewalk.,I played in the puddle.,0.0,0.023453871620558706
1093,1115,The speaker was defeated by her debate opponent.,The speaker congratulated her opponent.,1.0,0.026893796492507175
1094,1191,The woman wanted to change her environment.,She began going to church.,0.0,0.008838612224076633
1095,1181,She forgot her ID.,The young woman entered the bar alone.,0.0,0.010200989316835317
1096,98,The woman sensed a pleasant smell.,She remembered to take her medication.,0.0,0.013989161222758366
1097,446,The man defied the authorities of the church.,He was excommunicated from the church.,1.0,0.10207653859015331
1098,1452,I already received a copy of the new magazine.,I discarded the new issue.,1.0,0.01938389999899983
1099,100,He was parking.,The driver got pulled over by the police.,0.0,0.008297350680580004
1100,438,He turned down his friend's invitation to go.,The man felt obligated to attend the event.,0.0,0.02278768857399503
1101,463,I turned the key in the lock.,The lock opened.,1.0,0.028707780487121914
1102,1479,I saw a scary movie.,I was tired in the morning.,0.0,0.00365308394138954
1103,1104,He relied on his parents.,The teenager always stayed home.,1.0,0.002298028791054307
1104,1452,I already received a copy of the new magazine.,I stopped receiving new issues.,0.0,0.015116723177158375
1105,1112,The man laughed at comedy.,The woman took pity on him.,0.0,0.04737688160620362
1106,89,It provoked him to think.,The man closed the book.,0.0,0.017515339966613412
1107,1076,He got out of the car.,The man opened the umbrella.,1.0,0.0040909292002825086
1108,1297,He opened a new bar of soap.,The man felt clean.,1.0,0.030256067736558766
1109,1270,The potter put the clay in the oven.,The clay took shape.,0.0,0.04051796766334686
1110,1280,She entered the sauna.,The woman left her eyeglasses on.,0.0,0.003678433766931424
1111,1050,They jumped on the bed.,The children bumped their heads on the ceiling.,1.0,0.013598893097882283
1112,71,The terrorist set off the bomb.,The bomb exploded.,1.0,0.03730398693109201
1113,363,He had children.,The investigators deemed the man's death a suicide.,0.0,0.024182148626948282
1114,397,The print on the brochure was tiny.,The man retrieved a pen from his pocket.,0.0,0.014840680634779418
1115,491,I lit the candle.,Wax dripped off the candle.,1.0,0.17373256045596874
1116,1314,She installed the air conditioner in the room.,The woman's room is always cold.,1.0,0.020500567758422107
1117,1423,I put my head under the running faucet.,The soap rinsed off my hands.,0.0,0.01857417268157448
1118,355,The putrid odor filled the room.,I put the rubber gloves on.,0.0,0.012944651988042295
1119,4,She planned to run along the beach.,The runner wore shorts.,0.0,0.030742616530692036
1120,439,The bride got cold feet before the wedding.,The wedding guests brought gifts.,0.0,0.032486571723502736
1121,95,The man slid the razor across his chin.,His stubble grew.,0.0,0.16457934683922731
1122,64,He loosened his tie.,The man removed his coat.,0.0,0.007188612979051844
1123,1214,The vandals blew cold air at the window.,The window fogged up.,1.0,0.039102759539883764
1124,1498,The airline went bankrupt.,They offered me compensation.,0.0,0.008952055031520544
1125,1076,He approached the building.,The man opened the umbrella.,0.0,0.009007943515503526
1126,168,I parked illegally.,My car was towed.,1.0,0.039701449975398914
1127,231,The girl applied the scissors to the paper.,The paper crinkled.,0.0,0.039936436158617576
1128,299,The book became a huge bestseller.,The author faded into obscurity.,0.0,0.058412978822246144
1129,1346,It was fake.,The photograph was worthless.,1.0,0.00422966516684622
1130,291,She was a vegetarian.,The girl politely declined the hamburger.,1.0,0.021761737779444422
1131,252,The boy pushed his sister.,His sister tattled on him.,1.0,0.006048844169102287
1132,480,He sewed the hole in his pocket.,The man's pocket jingled as he walked.,0.0,0.042920441899254924
1133,1155,She graduated from college.,The woman aimed for a diploma.,0.0,0.09655829291886124
1134,1483,The jewelry thieves were never caught.,The stolen jewelry was returned to its owners.,0.0,0.035434717075984855
1135,1468,The cat lounged on the couch.,The visitor used the old door knocker instead of the door bell.,1.0,0.09443515598557728
1136,1414,She believed her superiors were acting unethically.,The woman acquired an additional qualification for her job.,0.0,0.013947262137440365
1137,219,The girl wanted to demonstrate proper etiquette.,She threw away her napkin after eating.,0.0,0.01717113369811416
1138,1012,The elderly woman made a phone call.,The woman's daughter moved in to take care of her.,0.0,0.037965915365877005
1139,139,She sent me a gift.,I wrote a thank-you note to my grandmother.,1.0,0.010561777308137454
1140,338,The scientist conducted an experiment.,She validated her theory.,1.0,0.019842900485195162
1141,1340,The parents shook a rattle in front of the baby.,The parents received a birth certificate.,0.0,0.017213476512859326
1142,12,The elderly woman suffered a stroke.,The woman's daughter came over to clean her house.,0.0,0.017645798750123353
1143,384,The paint on the walls was wet.,I put shoes on.,0.0,0.003718968069347077
1144,52,The homeowners disliked their nosy neighbors.,They built a fence around their property.,1.0,0.009976791074803853
1145,407,The forecast called for storms.,I decided to stay home for the night.,1.0,0.01168076132660527
1146,1308,The woman worried whether she would be late.,The woman took her sweater off.,0.0,0.009875481442590565
1147,172,The teacher caught the student chewing gum.,The gum stuck to the student's shoe.,0.0,0.1004442680132744
1148,309,He whistled whenever a player scored a touchdown.,The football coach lost his voice after the game.,0.0,0.0722878897860367
1149,108,The floor was permanently stained.,I dabbed the floor with a paper towel.,0.0,0.056316356184766686
1150,254,The clouds looked dark.,I brought my laptop to work.,0.0,0.01360964138873878
1151,366,The room was dim.,I opened the blinds.,1.0,0.009161870447384082
1152,348,I misplaced my wallet.,I retraced my steps.,1.0,6.699045386032491e-05
1153,1297,He was sweaty from working out.,The man felt clean.,0.0,0.012355979294757116
1154,253,The man gained weight.,He got his suit altered.,1.0,0.013215952947904125
1155,249,It was foggy.,The vehicles travelled slowly.,1.0,0.004137192551141938
1156,449,I pulled the rubber band.,It stretched.,1.0,0.03826866344753967
1157,20,The woman's ring slipped off in the shower.,The ring went down the drain.,1.0,0.024457633009988797
1158,1010,The sales associate acted rude to the customer.,The sales associate sent another invoice to the customer.,0.0,0.04250256471733213
1159,1115,The speaker was defeated by her debate opponent.,The speaker won the debate.,0.0,0.027319653411721663
1160,80,The fugitive hid from the police.,The police dropped the case.,0.0,0.01317964800339801
1161,116,My son was born.,I moved to a new city.,0.0,0.007997406188715537
1162,1089,He finished reading it.,The man liked the book.,0.0,0.0400120552197948
1163,479,I stayed up late.,I had vivid dreams that night.,0.0,0.011606013042729993
1164,1177,He went underwater.,The man exhaled his breath.,0.0,0.006992573140782404
1165,298,The laptop's warranty expired.,The screen on the laptop went black.,0.0,0.020871996598210513
1166,1420,She put a diamond ring on her finger.,The woman got ready for a night out.,1.0,0.011083600354843414
1167,415,Her teammate threw it to her.,The player caught the ball.,1.0,0.03424777145972644
1168,419,He ran out of onions.,The cook's eyes watered.,0.0,0.03827917323075422
1169,204,The pipe froze.,A water pipe in the house burst.,1.0,0.026509041097822227
1170,1127,No witnesses of the crime testified against the suspect.,The suspect was acquitted.,1.0,0.04205948738324804
1171,338,The scientist conducted an experiment.,She fabricated her data.,0.0,0.008405194595700225
1172,1095,The man did not shave.,His stubble disappeared.,0.0,0.15736888207777866
1173,313,The woman was summoned for jury duty.,She cancelled her appointments.,1.0,0.012742321643265712
1174,1106,Users reported dangerous side effects.,The pharmaceutical company promoted the drug.,0.0,0.043895046545563504
1175,1341,I put flour in the soup.,The soup became thick.,1.0,0.17063127625256885
1176,1249,It was cloudy.,The people carried the umbrellas.,1.0,0.002228109200372853
1177,270,The potter rolled the clay into a ball.,The clay hardened.,0.0,0.036554839083828554
1178,288,The gum lost its flavor.,I spit out my chewing gum.,1.0,0.14443454249010854
1179,350,Oil spilled into the ocean.,Marine life diminished.,1.0,0.04166147129625531
1180,461,Her son fell out of his bed.,The mother called an ambulance.,1.0,0.022160017175524613
1181,311,I applied pressure to the cut on my arm.,It healed.,0.0,0.01021975329288128
1182,1330,He noticed some suspicious activity.,The security guard could not identify the thief.,0.0,0.008399116320383697
1183,1064,He entered the house.,The man could breathe better.,0.0,0.008767153124951608
1184,278,The woman looked like her sister.,The woman was mistaken for her sister.,1.0,0.034387922904408216
1185,1196,The boy yelled his reply to his mother.,His mother told him to speak up.,0.0,0.021661372455800975
1186,109,The patron was drunk.,The bartender refused to serve the patron.,1.0,0.12817554617223173
1187,1092,The photographer could not see the child's face.,The photographer quickly snapped the child's photo.,0.0,0.03202261982701061
1188,340,The parents picked out a name for the baby.,The fussy baby calmed down.,0.0,0.051946263921644295
1189,1410,The man caught a cold on his way home.,He had a headache the next day.,0.0,0.029198316983557102
1190,236,I wanted to lighten the mood of the conversation.,I remained quiet.,0.0,0.007918530321377562
1191,1463,I turned the key in the lock.,I was less worried about losing the key.,0.0,0.02026457562144631
1192,411,The man rolled the bowling ball down the alley.,The bowling ball knocked over the bowling pins.,1.0,0.09972902915939047
1193,373,The woman hit a midlife crisis.,She went sky diving.,1.0,0.007245213796021226
1194,1446,The man is a long-time member of the church.,He was excommunicated from the church.,0.0,0.09173314865267268
1195,1043,The applicant failed a background check.,The executive decided to hire the applicant.,0.0,0.036406618875229065
1196,59,I rubbed sandpaper on the wood.,The wood became smooth.,1.0,0.06692671768595237
1197,144,The driver rotated the steering wheel.,The car halted.,0.0,0.03650720697226202
1198,143,The man displayed a weapon.,The security guard tackled the man.,1.0,0.015577249415990053
1199,1191,The woman wanted to change her environment.,She began travelling abroad.,1.0,0.01265572489592602
1200,1156,I walked upstairs.,I reached the top of the building.,1.0,0.04303235896319383
1201,205,The waistband on my pants was loose.,I put on a belt.,1.0,0.004576472146284358
1202,1118,The teacher graded his homework.,The student learned most mistakes.,1.0,0.08855748271013061
1203,197,Tornadoes were sighted in the area.,My flight got delayed.,1.0,0.006113269097930604
1204,1203,The gardener wanted more plants to flourish.,He put fertilizer in the soil.,0.0,0.021757896328886646
1205,417,The children hit a ball into her yard.,The woman banished the children from her property.,0.0,0.012000412920954773
1206,320,They ate popsicles.,The children ran through the sprinkler.,0.0,0.006415322779756992
1207,1007,I bleached the shirt.,The shirt did not have a hole anymore.,0.0,0.0023954878553804687
1208,1384,The paint on the walls was wet.,The windows were left open.,1.0,0.013827111544072894
1209,1075,The time was earlier than I thought.,The clock showed the wrong time.,0.0,0.03083443301217789
1210,322,The customer thought the souvenir was overpriced.,He bargained with the vendor.,1.0,0.021783595832111004
1211,1244,It was inflated.,The beach ball bounced.,1.0,0.005548579615466723
1212,1281,The shopper won a discount on the cost of the item.,He decided to buy it.,1.0,0.024821939673079538
1213,1141,The woman behind me left the door open.,The door slammed shut.,1.0,0.04103202429066909
1214,1382,She made a right turn at the light.,The driver check her rear mirror for cyclists.,1.0,0.04429373051384144
1215,1427,A tall person was sitting in front of me.,I could not enjoy the movie's beautiful soundtrack.,0.0,0.00851866607886369
1216,1151,She was adopted.,The child did not know her parents.,1.0,0.00680463144627423
1217,114,The surfer caught the wave.,The wave carried her to the shore.,1.0,0.0764323180949429
1218,203,The gardener wanted his plants to flourish.,He put fertilizer in the soil.,1.0,0.012556248056109998
1219,1349,He wanted to show me antlers.,He aimed at the deer.,1.0,0.18462273438147203
1220,1098,The woman felt dizzy.,She remembered to take her medication.,1.0,0.01647928783067274
1221,1107,The man looked at his list.,He realized he forgot something.,1.0,0.014115526991986314
1222,210,The movie was rated R.,The parents forbade their children from watching the movie.,1.0,0.016787228572249534
1223,475,The politician was convicted of fraud.,He campaigned for re-election.,0.0,0.00813064082818304
1224,1168,I jumped the battery.,My car was rejuvenated.,1.0,0.015843155591511133
1225,124,The man contemplated the painting.,He collapsed.,0.0,0.00197088726683964
1226,147,It was clean.,I ironed my shirt.,0.0,0.006650844298111245
1227,163,My breath smelled of garlic.,I wiped my mouth.,0.0,0.0860323129449669
1228,345,The cup of tea was scalding hot.,I blew on it.,1.0,0.007749548350075353
1229,288,I blew a bubble with the gum.,I spit out my chewing gum.,0.0,0.1168718724393313
1230,1190,The baby's name was called.,The baby crawled to the mother.,1.0,0.050742386602703984
1231,1386,She held his hand.,The son had to walk as fast as his mother.,1.0,0.037355967102867815
1232,141,I held the door for the woman entering behind me.,The door slammed shut.,0.0,0.019295898491978897
1233,1270,The potter rolled the clay into a ball.,The clay took shape.,1.0,0.040840904169512186
1234,1001,The grass was cut.,The garden looked well-groomed.,1.0,0.03540389664450126
1235,1084,I got angry while reading the book.,I turned to the next page.,0.0,0.017183961054246768
1236,1355,I got ready to clean the room.,I put the rubber gloves on.,1.0,0.01786668133837009
1237,457,She wanted to ask her friend for a favor.,The woman lavished her friend with flattery.,1.0,0.022728912837346342
1238,1008,He greeted the cashier.,The man looked friendly.,1.0,0.007219776738052872
1239,312,The woman had an infection.,She washed her hands.,0.0,0.008099129166729212
1240,120,The game ended in a tie.,The fans in the stadium cheered.,0.0,0.04612188210455121
1241,1279,His work was hasty.,The man never made an error in his calculations.,0.0,0.010222991757972947
1242,98,The woman sensed a pleasant smell.,She was reminded of her childhood.,1.0,0.022052757258975476
1243,1463,I made a duplicate of the key.,I was less worried about losing the key.,1.0,0.019844550628913705
1244,1376,She rescued an abandoned dog.,The girl got yet another dog.,1.0,0.02989641788792071
1245,1248,The girl saw a trailer of her favorite actor.,She went to see his new film.,1.0,0.026317830780486627
1246,230,The jury was fair.,The woman was wrongly convicted for the crime.,0.0,0.023354342885518856
1247,1153,The parents recognized their daughter's interest in sports.,They encouraged her to become an artist.,0.0,0.008350886982213975
1248,1482,A fly bit the horse.,The horse calmed down.,0.0,0.024333358222021467
1249,426,He went over the speed limit.,The driver got a flat tire.,0.0,0.017762395361527128
1250,1433,I lowered my voice.,Only the person next to me could hear me speak.,1.0,0.012569234770778719
1251,1472,It rained a lot in the area around the river.,The river's current became stronger.,1.0,0.017357359467119134
1252,385,The book was checked out.,The librarian located the book in the stacks.,0.0,0.030700284392257773
1253,497,I was expecting company.,I tidied up my house.,1.0,0.006342576809574446
1254,1466,The woman got her hair cut.,The man noticed that the woman likes jewelry.,0.0,0.029405104706098202
1255,1040,She decided to run for office.,The woman hired a public relations consultant.,1.0,0.025257818127284313
1256,336,The bull bucked the rider.,The rider fell to the ground.,1.0,0.013529053954178678
1257,1267,I went on vacation for two weeks.,The letters were blown from my mailbox.,0.0,0.00043735255310325234
1258,1072,The suspect resisted arrest.,The police was hit by the suspect.,0.0,0.07499040738642547
1259,43,The applicant had experience for the job.,The executive decided not to hire the applicant.,0.0,0.0348876356734809
1260,1170,I wiped the desk with a cloth.,The desk was light.,0.0,0.004222701375788423
1261,1402,The girl wanted to eat cereal.,She poured milk in the bowl.,1.0,0.0510763052035273
1262,104,His parents abused him.,The teenager ran away from home.,1.0,0.007138554387224399
1263,478,My closet was messy.,I decorated it.,0.0,0.011669692949137665
1264,1221,The girl wanted to make her mother happy for her effort.,The girl ate the cookies her mother baked.,1.0,0.029883916460575984
1265,1128,They made plans to celebrate their anniversary.,The parents left their children with a teacher.,0.0,0.009773971946609429
1266,371,The city cut its budget.,The city re-elected the mayor.,0.0,0.06165854721953512
1267,1290,The finals were approaching.,The teams shook hands.,0.0,0.0017863786630070166
1268,252,The boy pushed his sister.,They played hide and seek.,0.0,0.012608742484740105
1269,1008,He used a coupon.,The man looked friendly.,0.0,0.0013854548403569743
1270,473,The teacher assigned homework to the students.,The students passed notes.,0.0,0.04945718488408162
1271,1132,The cowgirl missed her lasso towards the horse.,The horse trotted into the barn.,1.0,0.1360442459984122
1272,1459,He ran a marathon.,The man felt refreshed.,0.0,0.011782910765704781
1273,304,The ocean tide was dangerous.,The swimmers put on more sunscreen.,0.0,0.022689093026883957
1274,28,He received the vaccine for the disease.,The child became immune to the disease.,1.0,0.05943973191028142
1275,1226,I was unhappy.,My face dropped.,1.0,0.004912906560637032
1276,1457,She wanted to ask her friend for a favor.,The woman yelled at her friend.,0.0,0.01851962672143044
1277,1079,The girl trusted her friend.,The girl told a secret to her friend.,1.0,0.03845981647916917
1278,1308,The woman worried whether she would be late.,The woman glanced at her watch.,1.0,0.012110153293376702
1279,1041,The tenant broke the door of his apartment.,His landlord unlocked the door.,0.0,0.4699430574738574
1280,1244,There was a hole in it.,The beach ball bounced.,0.0,0.011148755651696665
1281,1336,The bull chased the rider.,The rider ran at full speed.,1.0,0.023329740885258868
1282,1493,He parallel parked on the street.,The man saw an empty parking spot.,1.0,0.02093166634935883
1283,435,The chef hit the egg on the side of the bowl.,The egg rotted.,0.0,0.019410130748008132
1284,1358,The gardener did not pull out the weeds.,The weeds came out of the soil.,0.0,0.005354185199268966
1285,41,The tenant misplaced his keys to his apartment.,His landlord unlocked the door.,1.0,0.44948776469704305
1286,1144,The drived pressed on the brakes.,The car halted.,1.0,0.03674622053603648
1287,1116,I found a better-paying job.,I was moved.,0.0,0.01813474298219625
1288,321,The man needed coins to fill the parking meter.,He begged people on the street for loose change.,0.0,0.02399793127331047
1289,1194,He bickered with his sister.,The boy felt exhausted.,1.0,0.011063154720313679
1290,152,We found empty seats in the theatre.,The film began.,0.0,0.01658941685465565
1291,496,I went to a concert.,My ears were ringing.,1.0,0.0036730046309174933
1292,464,I was preparing to clean the bathroom.,I put rubber gloves on.,1.0,0.017911478648719857
1293,58,The woman felt lonely.,She adopted a cat.,1.0,0.009050668314222056
1294,1473,The teacher turned his back to the class.,The students passed notes.,1.0,0.05342733293624899
1295,369,The child yanked the tablecloth.,The glasses on the table spilled.,1.0,0.038264763593093803
1296,227,The child disobeyed her parents.,Her parents hugged her.,0.0,0.00472614856315005
1297,180,He avoided making eye contact with her.,The mother suspected that her son was lying.,1.0,0.03657327147825625
1298,1047,The woman was thirsty after she jogged.,She poured herself some lemonade.,1.0,0.04183927997285477
1299,394,Her daughter burped at the kitchen table.,The mother scolded her daughter.,1.0,0.028838192366599152
1300,1397,The man wanted to make a note.,The man put his glasses on.,0.0,0.011223642321981597
1301,1085,The restaurant was crowded.,The service at the restaurant was quick.,0.0,0.012521689026072612
1302,185,The woman felt ashamed of scar on her face.,She hid the scar with makeup.,1.0,0.029953257715344118
1303,442,I twisted the cap off the soda bottle.,The soda fizzed.,1.0,0.4515203943361695
1304,1086,I was late for the meeting.,I called 911.,0.0,0.0039952652124832875
1305,1299,The book became a huge failure.,It was adapted into a movie.,0.0,0.02357033017003998
1306,296,A group of teenagers crashed the party.,The host of the party invited them in.,0.0,0.020702151177844012
1307,1310,The man caught a cold.,He blushed.,0.0,0.01500081166315348
1308,424,His wife bought him a new tie.,The man dressed in his best suit.,0.0,0.03793247952213629
1309,451,I eradicated the poison ivy from my yard.,My skin broke out into a rash.,0.0,0.05102551226709003
1310,1365,She lost a tooth.,The girl worried about a clogged gut.,0.0,0.013738195380503455
1311,395,I turned off my phone.,I excused myself from the group.,0.0,0.007100003824719542
1312,1066,The dog had lice.,The dog jumped up.,0.0,0.012852021108361785
1313,1095,The man did not shave.,His stubble grew.,1.0,0.15344862839113027
1314,1184,He wanted to maintain his privacy.,The benefactor looked extremely excited.,0.0,0.0010941973810001512
1315,1074,He bought them on sale.,The man's clothes were cheap.,1.0,0.03125408543531254
1316,1166,I was tired of standing.,I kneeled down.,1.0,0.02896964825314071
1317,207,They got along with their landlord.,The tenants were evicted from the apartment.,0.0,0.17935314454782977
1318,1262,He trusted the therapist.,The man withheld personal information from the therapist.,0.0,0.014654754781646162
1319,1251,I petted it.,I snapped at the cat.,0.0,0.05581882822383987
1320,1428,The sun went down.,The driver pulled up the roof of his convertible.,0.0,0.014750258017004046
1321,1051,I was thirsty.,I went to the toilet.,0.0,0.00895821896081402
1322,1223,The stranger shouted insults at me in a foreign language.,I stared blankly at him.,0.0,0.001187410265179246
1323,299,The book became a huge bestseller.,It was adapted into a movie.,1.0,0.020612038760527942
1324,1056,The police officer shot the gun.,The gun recoiled.,1.0,0.5435165282922411
1325,223,The stranger cried out to me in a foreign language.,I stared blankly at him.,1.0,0.0012257493381111922
1326,155,She graduated from college.,The woman received a diploma.,1.0,0.10912914987892601
1327,11,The faucet was turned off.,The woman repaired her faucet.,0.0,0.02123758840885042
1328,1430,She exhaled.,The woman's friend noticed her bad breath.,1.0,0.05161555752775793
1329,72,The suspect resisted arrest.,The police handcuffed the suspect.,1.0,0.12307207470244201
1330,196,The boy murmured his reply to his mother.,His mother told him to whisper.,0.0,0.018982753269363023
1331,376,She rescued an abandoned dog.,The girl had a phobia of dogs.,0.0,0.012228858995062214
1332,164,The man was lost.,He drew a map.,0.0,0.012154763872746832
1333,1453,The detective found the last piece of evidence in the case.,He finalized his theory.,1.0,0.010911875999305598
1334,151,She was adopted.,The child caught a life-threatening illness.,0.0,0.008542015617335743
1335,53,The bodybuilder lifted weights.,Her muscles became fatigued.,1.0,0.006048809308845898
1336,470,The couple was happy to see each other.,They rested.,0.0,0.004725673602338721
1337,175,The man scooted the chair closer to his desk.,The chair squeaked.,1.0,0.026155078364847345
1338,128,Their youngest child started attending preschool.,The parents left their children with a babysitter.,0.0,0.04801739767194862
1339,1311,I applied ointment on my wound regularly.,It healed.,1.0,0.013374277568968335
1340,1087,I ate birthday cake.,My feet hurt.,0.0,0.010612054138088772
1341,468,The cat lounged on the couch.,The dog barked.,0.0,0.027179693346726284
1342,439,The bride got cold feet before the wedding.,She called the wedding off.,1.0,0.022126696677467736
1343,484,Political violence broke out in the nation.,Many citizens relocated to the capitol.,0.0,0.02441532845279383
1344,422,My heart pounded.,I regained composure from my fit of anger.,0.0,0.014102112784544991
